Count,Site_Visit_ID,Project_Name,Entity_Type,Planned_Field_Work_or_Quarter,MA_Activity,Province_Name_[Auto-Filled],District_Name_[Auto-Filled],Province_verification_based_on_district,Entity.Type,Date.of.Sampling.Confirmation,Planned.Field.Work.Period.(Category).-.Duplicate,Date.of.SV.Infrastructure.Monitoring,Status.of.SV.Infrastructure.Monitoring,Date.of.SV.Soft.Component.Monitoring,Status.of.SV.Soft.Component.Monitoring,Status.of.Physical.and.Social.SV,Type.of.reporting
379,CPAPM46019PM883,CPA,Maritime & Port Authority,12/11/2024,Site Visit,Paktika,Surobi,Paktika,Village,12/26/2025,12/30/2025,,Not applicable,,Cancelled,Cancelled,Regular
5546,CPAPM46020PM884,CPA,Maritime & Port Authority,12/11/2024,Site Visit,Ghor,Saghar,Ghor,Village,12/27/2025,12/31/2025,,Not applicable,,Completed,Completed,Regular
576,CPAPM46021PM885,CPA,Maritime & Port Authority,12/11/2024,Site Visit,Kandahar,Maywand,Kandahar,Village,12/28/2025,1/1/2026,,Not applicable,8/21/2023,Completed,Completed,Regular
1682,CPAPM46022PM886,CPA,Maritime & Port Authority,12/11/2024,Site Visit,Baghlan,Nahrin,Baghlan,Village,12/29/2025,1/2/2026,,Not applicable,8/23/2023,Completed,Completed,Regular
711,CPAPM46023PM887,CPA,Maritime & Port Authority,12/11/2024,Site Visit,Farah,Farah,Farah,Village,12/30/2025,1/3/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
628,CPAPM46024PM888,CPA,Maritime & Port Authority,12/11/2024,Site Visit,Jawzjan,Shiberghan,Jawzjan,Village,12/31/2025,1/4/2026,,Not applicable,8/21/2023,Completed,Completed,Regular
471,CPAPM46025PM889,CPA,Maritime & Port Authority,12/11/2024,Site Visit,Jawzjan,Shiberghan,Jawzjan,Village,1/1/2026,1/5/2026,,Not applicable,8/21/2023,Completed,Completed,Regular
1719,CPAPM46026PM890,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Takhar,Khwaja Ghar,Takhar,Village,1/2/2026,1/6/2026,,Not applicable,4/1/2023,Completed,Completed,Regular
656,CPAPM46027PM891,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Kunduz,Kunduz,Kunduz,Village,1/3/2026,1/7/2026,,Not applicable,3/31/2023,Completed,Completed,Regular
5499,CPAPM46028PM892,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Daykundi,Miramor,Daykundi,Village,1/4/2026,1/8/2026,,Not applicable,,Completed,Completed,Regular
2002,CPAPM46029PM893,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Bamyan,Bamyan,Bamyan,Village,1/5/2026,1/9/2026,,Not applicable,3/30/2023,Completed,Completed,Regular
5613,CPAPM46030PM894,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Laghman,Dawlatshah,Laghman,Village,1/6/2026,1/10/2026,,Not applicable,,Completed,Completed,Regular
6232,CPAPM46031PM895,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Farah,Farah,Farah,Village,1/7/2026,1/11/2026,,Not applicable,,Completed,Completed,Regular
574,CPAPM46032PM896,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Bamyan,Sayghan,Bamyan,Village,1/8/2026,1/12/2026,,Not applicable,3/30/2023,Completed,Completed,Regular
1675,CPAPM46033PM897,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Farah,Khak-e-Safed,Farah,Village,1/9/2026,1/13/2026,,Not applicable,,Cancelled,Cancelled,Regular
1886,CPAPM46034PM898,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Faryab,Qaysar,Faryab,Village,1/10/2026,1/14/2026,,Not applicable,8/23/2023,Completed,Completed,Regular
2542,CPAPM46035PM899,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Maidan Wardak,Saydabad,Maidan Wardak,Village,1/11/2026,1/15/2026,,Not applicable,,Cancelled,Cancelled,Regular
5679,CPAPM46036PM900,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Kunduz,Kunduz,Kunduz,Village,1/12/2026,1/16/2026,,Not applicable,,Completed,Completed,Regular
816,CPAPM46037PM901,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Baghlan,Pul-e-Khumri,Baghlan,Village,1/13/2026,1/17/2026,,Not applicable,8/10/2023,Completed,Completed,Regular
5688,CPAPM46038PM902,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Takhar,Darqad,Takhar,Village,1/14/2026,1/18/2026,,Not applicable,,Completed,Completed,Regular
6806,CPAPM46039PM903,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Paktya,Jaji,Paktya,Village,1/15/2026,1/19/2026,,,,Completed,Completed,Regular
2013,CPAPM46040PM904,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Ghazni,Malistan,Ghazni,Village,1/16/2026,1/20/2026,,Not applicable,8/13/2023,Completed,Completed,Regular
2301,CPAPM46041PM905,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Balkh,Marmul,Balkh,Village,1/17/2026,1/21/2026,,Not applicable,3/31/2023,Completed,Completed,Regular
1916,CPAPM46042PM906,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Kandahar,Arghestan,Kandahar,Village,1/18/2026,1/22/2026,,Not applicable,8/23/2023,Completed,Completed,Regular
6410,CPAPM46043PM907,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Kapisa,Tagab,Kapisa,Sub Project,1/19/2026,1/23/2026,,Completed,,Not applicable,Completed,Regular
1754,CPAPM46044PM908,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Baghlan,Baghlan-e-Jadid,Baghlan,Village,1/20/2026,1/24/2026,,Not applicable,8/15/2023,Completed,Completed,Regular
6768,CPAPM46045PM909,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Nangarhar,Kuz Kunar,Nangarhar,Village,1/21/2026,1/25/2026,,,,Completed,Completed,Regular
5626,CPAPM46046PM910,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Laghman,Mehtarlam,Laghman,Village,1/22/2026,1/26/2026,,Not applicable,,Completed,Completed,Regular
1795,CPAPM46047PM911,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Zabul,Qalat,Zabul,Village,1/23/2026,1/27/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
2121,CPAPM46048PM912,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Ghazni,Gelan,Ghazni,Village,1/24/2026,1/28/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
2296,CPAPM46049PM913,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Ghor,Feroz Koh,Ghor,Village,1/25/2026,1/29/2026,,Not applicable,8/21/2023,Completed,Completed,Regular
2470,CPAPM46050PM914,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Maidan Wardak,Saydabad,Maidan Wardak,Village,1/26/2026,1/30/2026,,Not applicable,8/23/2023,Completed,Completed,Regular
1862,CPAPM46051PM915,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Farah,Anar Dara,Farah,Village,1/27/2026,1/31/2026,,Not applicable,8/24/2023,Completed,Completed,Regular
2309,CPAPM46052PM916,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Kunduz,Kunduz,Kunduz,Village,1/28/2026,2/1/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
1873,CPAPM46053PM917,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Farah,Qala-e-Kah,Farah,Village,1/29/2026,2/2/2026,,Not applicable,,Cancelled,Cancelled,Regular
1894,CPAPM46054PM918,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Ghor,Pasaband,Ghor,Village,1/30/2026,2/3/2026,,Not applicable,4/5/2023,Completed,Completed,Regular
2690,CPAPM46055PM919,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Nangarhar,Khogyani,Nangarhar,Village,1/31/2026,2/4/2026,,Not applicable,8/11/2023,Completed,Completed,Regular
2653,CPAPM46056PM920,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Paktya,Zurmat,Paktya,Village,2/1/2026,2/5/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
1877,CPAPM46057PM921,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Bamyan,Bamyan,Bamyan,Village,2/2/2026,2/6/2026,,Not applicable,8/24/2023,Completed,Completed,Regular
2508,CPAPM46058PM922,CPA,Maritime & Port Authority,1/12/2025,Site Visit,Faryab,Dawlat Abad,Balkh,Village,2/3/2026,2/7/2026,,Not applicable,8/23/2023,Completed,Completed,Regular
5521,CPAPM46059PM923,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Hirat,Obe,Hirat,Village,2/4/2026,2/8/2026,,Not applicable,,Completed,Completed,Regular
431,CPAPM46060PM924,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Maidan Wardak,Chak-e-Wardak,Maidan Wardak,Village,2/5/2026,2/9/2026,,Not applicable,3/30/2023,Completed,Completed,Regular
2135,CPAPM46061PM925,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Nimroz,Khashrod,Nimroz,Village,2/6/2026,2/10/2026,,Not applicable,3/31/2023,Completed,Completed,Regular
2179,CPAPM46062PM926,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Maidan Wardak,Saydabad,Maidan Wardak,Village,2/7/2026,2/11/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
2015,CPAPM46063PM927,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Maidan Wardak,Chak-e-Wardak,Maidan Wardak,Village,2/8/2026,2/12/2026,,Not applicable,8/24/2023,Completed,Completed,Regular
6312,CPAPM46064PM928,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Baghlan,Khinjan,Baghlan,Sub Project,2/9/2026,2/13/2026,,Completed,,Not applicable,Completed,Regular
775,CPAPM46065PM929,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Baghlan,Doshi,Baghlan,Village,2/10/2026,2/14/2026,,Not applicable,8/21/2023,Completed,Completed,Regular
8145,CPAPM46066PM930,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Daykundi,Nili,Daykundi,Sub Project,2/11/2026,2/15/2026,,Completed,,Not Applicable,Completed,Regular
748,CPAPM46067PM931,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Balkh,Balkh,Balkh,Village,2/12/2026,2/16/2026,,Not applicable,3/30/2023,Completed,Completed,Regular
2376,CPAPM46068PM932,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Nimroz,Khashrod,Nimroz,Village,2/13/2026,2/17/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
578,CPAPM46069PM933,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Bamyan,Shibar,Bamyan,Village,2/14/2026,2/18/2026,,Not applicable,3/30/2023,Completed,Completed,Regular
2328,CPAPM46070PM934,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Jawzjan,Khwaja Dukoh,Jawzjan,Village,2/15/2026,2/19/2026,,Not applicable,3/30/2023,Completed,Completed,Regular
8149,CPAPM46071PM935,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Paktika,Mata Khan,Paktika,Sub Project,2/16/2026,2/20/2026,,Completed,,Not Applicable,Completed,Regular
2260,CPAPM46072PM936,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Maidan Wardak,Chak-e-Wardak,Maidan Wardak,Village,2/17/2026,2/21/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
1847,CPAPM46073PM937,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Kandahar,Nesh,Kandahar,Village,2/18/2026,2/22/2026,,Not applicable,4/5/2023,Completed,Completed,Regular
6399,CPAPM46074PM938,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Panjsher,Bazarak,Panjsher,Sub Project,2/19/2026,2/23/2026,,Completed,,Not applicable,Completed,Regular
1657,CPAPM46075PM939,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Baghlan,Doshi,Baghlan,Village,2/20/2026,2/24/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
2627,CPAPM46076PM940,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Kunduz,Imam Sahib,Kunduz,Village,2/21/2026,2/25/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
6816,CPAPM46077PM941,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Zabul,Tarnak Wa Jaldak,Zabul,Village,2/22/2026,2/26/2026,,,,Completed,Completed,Regular
622,CPAPM46078PM942,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Jawzjan,Khwaja Dukoh,Jawzjan,Village,2/23/2026,2/27/2026,,Not applicable,8/23/2023,Completed,Completed,Regular
5680,CPAPM46079PM943,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Baghlan,Khinjan,Baghlan,Village,2/24/2026,2/28/2026,,Not applicable,,Completed,Completed,Regular
8076,CPAPM46080PM944,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Maidan Wardak,Saydabad,Maidan Wardak,Sub Project,2/25/2026,3/1/2026,,Completed,,Not Applicable,Completed,Regular
6323,CPAPM46081PM945,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Zabul,Qalat,Zabul,Sub Project,2/26/2026,3/2/2026,,Completed,,Not applicable,Completed,Regular
2245,CPAPM46082PM946,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Balkh,Khulm,Balkh,Village,2/27/2026,3/3/2026,,Not applicable,8/25/2023,Completed,Completed,Regular
6521,CPAPM46083PM947,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Hirat,Pashtun Zarghun,Hirat,Sub Project,2/28/2026,3/4/2026,,Completed,,Not applicable,Completed,Regular
475,CPAPM46084PM948,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Nangarhar,Kot,Nangarhar,Village,3/1/2026,3/5/2026,,Not applicable,8/23/2023,Completed,Completed,Regular
728,CPAPM46085PM949,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Farah,Farah,Farah,Village,3/2/2026,3/6/2026,,Not applicable,,Cancelled,Cancelled,Regular
766,CPAPM46086PM950,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Hirat,Kushk-e-Kuhna,Hirat,Village,3/3/2026,3/7/2026,,Not applicable,,Cancelled,Cancelled,Regular
2553,CPAPM46087PM951,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Ghazni,Andar,Ghazni,Village,3/4/2026,3/8/2026,,Not applicable,8/25/2023,Completed,Completed,Regular
557,CPAPM46088PM952,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Ghor,Dawlatyar,Ghor,Village,3/5/2026,3/9/2026,,Not applicable,8/21/2023,Completed,Completed,Regular
838,CPAPM46089PM953,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Maidan Wardak,Maydan Shahr,Maidan Wardak,Village,3/6/2026,3/10/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
6377,CPAPM46090PM954,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Panjsher,Shutul,Panjsher,Sub Project,3/7/2026,3/11/2026,,Completed,,Not applicable,Completed,Regular
2453,CPAPM46091PM955,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Bamyan,Sayghan,Bamyan,Village,3/8/2026,3/12/2026,,Not applicable,3/31/2023,Completed,Completed,Regular
2699,CPAPM46092PM956,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Kandahar,Maywand,Kandahar,Village,3/9/2026,3/13/2026,,Not applicable,4/1/2023,Completed,Completed,Regular
5601,CPAPM46093PM957,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Khost,Qalandar,Khost,Village,3/10/2026,3/14/2026,,Not applicable,,Completed,Completed,Regular
6244,CPAPM46094PM958,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Kandahar,Kandahar,Kandahar,Village,3/11/2026,3/15/2026,,Not applicable,,Completed,Completed,Regular
8224,CPAPM46095PM959,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Hilmand,Lashkargah,Hilmand,Sub Project,3/12/2026,3/16/2026,,Completed,,Not Applicable,Completed,Regular
720,CPAPM46096PM960,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Farah,Shibkoh,Farah,Village,3/13/2026,3/17/2026,,Not applicable,,Cancelled,Cancelled,Regular
6390,CPAPM46097PM961,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Panjsher,Anawa,Panjsher,Sub Project,3/14/2026,3/18/2026,,Completed,,Not applicable,Completed,Regular
2494,CPAPM46098PM962,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Hilmand,Nawa-e-Barakzaiy,Hilmand,Village,3/15/2026,3/19/2026,,Not applicable,3/31/2023,Completed,Completed,Regular
8133,CPAPM46099PM963,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Paktya,Gardez,Paktya,Sub Project,3/16/2026,3/20/2026,,Completed,,Not Applicable,Completed,Regular
1967,CPAPM46100PM964,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Faryab,Khwaja Sabz Posh,Faryab,Village,3/17/2026,3/21/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
5658,CPAPM46101PM965,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Farah,Pushtrod,Farah,Village,3/18/2026,3/22/2026,,Not applicable,,Completed,Completed,Regular
2275,CPAPM46102PM966,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Hirat,Shindand,Hirat,Village,3/19/2026,3/23/2026,,Not applicable,8/23/2023,Completed,Completed,Regular
2021,CPAPM46103PM967,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Nangarhar,Achin,Nangarhar,Village,3/20/2026,3/24/2026,,Not applicable,8/10/2023,Completed,Completed,Regular
8204,CPAPM46104PM968,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Hilmand,Nawzad,Hilmand,Sub Project,3/21/2026,3/25/2026,,Completed,,Not Applicable,Completed,Regular
2475,CPAPM46105PM969,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Kandahar,Arghestan,Kandahar,Village,3/22/2026,3/26/2026,,Not applicable,8/24/2023,Completed,Completed,Regular
2049,CPAPM46106PM970,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Uruzgan,Dehrawud,Uruzgan,Village,3/23/2026,3/27/2026,,Not applicable,4/5/2023,Completed,Completed,Regular
2197,CPAPM46107PM971,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Farah,Khak-e-Safed,Farah,Village,3/24/2026,3/28/2026,,Not applicable,8/10/2023,Completed,Completed,Regular
836,CPAPM46108PM972,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Uruzgan,Chora,Uruzgan,Village,3/25/2026,3/29/2026,,Not applicable,3/31/2023,Completed,Completed,Regular
687,CPAPM46109PM973,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Bamyan,Shibar,Bamyan,Village,3/26/2026,3/30/2026,,Not applicable,8/21/2023,Completed,Completed,Regular
771,CPAPM46110PM974,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Farah,Shibkoh,Farah,Village,3/27/2026,3/31/2026,,Not applicable,8/24/2023,Completed,Completed,Regular
637,CPAPM46111PM975,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Balkh,Chemtal,Balkh,Village,3/28/2026,4/1/2026,,Not applicable,8/24/2023,Completed,Completed,Regular
406,CPAPM46112PM976,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Kandahar,Arghestan,Kandahar,Village,3/29/2026,4/2/2026,,Not applicable,3/31/2023,Completed,Completed,Regular
8098,CPAPM46113PM977,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Farah,Qala-e-Kah,Farah,Sub Project,3/30/2026,4/3/2026,,Completed,,Not Applicable,Completed,Regular
735,CPAPM46114PM978,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Faryab,Khwaja Sabz Posh,Faryab,Village,3/31/2026,4/4/2026,,Not applicable,8/11/2023,Completed,Completed,Regular
6515,CPAPM46115PM979,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Hirat,Karukh,Hirat,Sub Project,4/1/2026,4/5/2026,,Completed,,Not applicable,Completed,Regular
6228,CPAPM46116PM980,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Baghlan,Nahrin,Baghlan,Village,4/2/2026,4/6/2026,,Not applicable,,Completed,Completed,Regular
742,CPAPM46117PM981,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Maidan Wardak,Saydabad,Maidan Wardak,Village,4/3/2026,4/7/2026,,Not applicable,3/30/2023,Completed,Completed,Regular
2068,CPAPM46118PM982,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Ghazni,Andar,Ghazni,Village,4/4/2026,4/8/2026,,Not applicable,8/23/2023,Completed,Completed,Regular
6201,CPAPM46119PM983,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Kunar,Narang,Kunar,Village,4/5/2026,4/9/2026,,Not applicable,,Completed,Completed,Regular
8148,CPAPM46120PM984,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Paktika,Sharan,Paktika,Sub Project,4/6/2026,4/10/2026,,Completed,,Not Applicable,Completed,Regular
2496,CPAPM46121PM985,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Hilmand,Nad-e-Ali,Hilmand,Village,4/7/2026,4/11/2026,,Not applicable,4/1/2023,Completed,Completed,Regular
1800,CPAPM46122PM986,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Faryab,Almar,Faryab,Village,4/8/2026,4/12/2026,,Not applicable,8/10/2023,Completed,Completed,Regular
696,CPAPM46123PM987,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Farah,Khak-e-Safed,Farah,Village,4/9/2026,4/13/2026,,Not applicable,8/24/2023,Completed,Completed,Regular
393,CPAPM46124PM988,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Maidan Wardak,Chak-e-Wardak,Maidan Wardak,Village,4/10/2026,4/14/2026,,Not applicable,3/30/2023,Completed,Completed,Regular
2357,CPAPM46125PM989,CPA,Maritime & Port Authority,12/11/2025,Site Visit,Bamyan,Sayghan,Bamyan,Village,4/11/2026,4/15/2026,,Not applicable,3/31/2023,Completed,Completed,Regular
5621,CPAPM46126PM990,CPA,Maritime & Port Authority,4/14/2026,Site Visit,Ghazni,Nawa,Ghazni,Village,4/12/2026,4/16/2026,,Not applicable,,Cancelled,Cancelled,Regular
5548,CPAPM46127PM991,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Kunar,Sar Kani,Kunar,Village,4/13/2026,4/17/2026,,Not applicable,,Completed,Completed,Regular
2047,CPAPM46128PM992,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Maidan Wardak,Saydabad,Maidan Wardak,Village,4/14/2026,4/18/2026,,Not applicable,3/30/2023,Completed,Completed,Regular
736,CPAPM46129PM993,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Baghlan,Nahrin,Baghlan,Village,4/15/2026,4/19/2026,,Not applicable,8/10/2023,Completed,Completed,Regular
2407,CPAPM46130PM994,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Baghlan,Baghlan-e-Jadid,Baghlan,Village,4/16/2026,4/20/2026,,Not applicable,8/21/2023,Completed,Completed,Regular
2165,CPAPM46131PM995,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Faryab,Khwaja Sabz Posh,Faryab,Village,4/17/2026,4/21/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
2617,CPAPM46132PM996,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Takhar,Kalafgan,Takhar,Village,4/18/2026,4/22/2026,,Not applicable,4/1/2023,Completed,Completed,Regular
1730,CPAPM46133PM997,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Jawzjan,Mingajik,Jawzjan,Village,4/19/2026,4/23/2026,,Not applicable,4/5/2023,Completed,Completed,Regular
1722,CPAPM46134PM998,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Kunduz,Khan Abad,Kunduz,Village,4/20/2026,4/24/2026,,Not applicable,8/21/2023,Completed,Completed,Regular
1665,CPAPM46135PM999,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Ghor,DoLayna,Ghor,Village,4/21/2026,4/25/2026,,Not applicable,4/1/2023,Completed,Completed,Regular
824,CPAPM46136PM1000,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Hirat,Injil,Hirat,Village,4/22/2026,4/26/2026,,Not applicable,8/21/2023,Completed,Completed,Regular
388,CPAPM46137PM1001,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Nimroz,Zaranj,Nimroz,Village,4/23/2026,4/27/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
8194,CPAPM46138PM1002,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Maidan Wardak,Nerkh,Maidan Wardak,Sub Project,4/24/2026,4/28/2026,,Completed,,Not Applicable,Completed,Regular
491,CPAPM46139PM1003,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Maidan Wardak,Saydabad,Maidan Wardak,Village,4/25/2026,4/29/2026,,Not applicable,3/30/2023,Completed,Completed,Regular
2198,CPAPM46140PM1004,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Farah,Khak-e-Safed,Farah,Village,4/26/2026,4/30/2026,,Not applicable,,Cancelled,Cancelled,Regular
6721,CPAPM46141PM1005,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Baghlan,Baghlan-e-Jadid,Baghlan,Village,4/27/2026,5/1/2026,,,,Completed,Completed,Regular
408,CPAPM46142PM1006,CPA,Maritime & Port Authority,4/30/2023,Site Visit,Takhar,Kalafgan,Takhar,Village,4/28/2026,5/2/2026,,Not applicable,8/23/2023,Completed,Completed,Regular
2346,CPAPM46143PM1007,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Kunduz,Ali Abad,Kunduz,Village,4/29/2026,5/3/2026,,Not applicable,4/1/2023,Completed,Completed,Regular
5592,CPAPM46144PM1008,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Bamyan,Sayghan,Bamyan,Village,4/30/2026,5/4/2026,,Not applicable,,Completed,Completed,Regular
6442,CPAPM46145PM1009,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Kapisa,Alasay,Kapisa,Sub Project,5/1/2026,5/5/2026,,Completed,,Not applicable,Completed,Regular
6258,CPAPM46146PM1010,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Maidan Wardak,Jalrez,Maidan Wardak,Village,5/2/2026,5/6/2026,,Not applicable,,Completed,Completed,Regular
1910,CPAPM46147PM1011,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Maidan Wardak,Jalrez,Maidan Wardak,Village,5/3/2026,5/7/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
8169,CPAPM46148PM1012,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Paktika,Sharan,Paktika,Sub Project,5/4/2026,5/8/2026,,Completed,,Not Applicable,Completed,Regular
2266,CPAPM46149PM1013,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Ghor,Pasaband,Ghor,Village,5/5/2026,5/9/2026,,Not applicable,4/1/2023,Completed,Completed,Regular
1947,CPAPM46150PM1014,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Hirat,Kushk,Hirat,Village,5/6/2026,5/10/2026,,Not applicable,3/30/2023,Completed,Completed,Regular
1746,CPAPM46151PM1015,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Hilmand,Musa Qala,Hilmand,Village,5/7/2026,5/11/2026,,Not applicable,3/31/2023,Completed,Completed,Regular
754,CPAPM46152PM1016,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Uruzgan,Tirinkot,Uruzgan,Village,5/8/2026,5/12/2026,,Not applicable,4/1/2023,Completed,Completed,Regular
